seed,max_yield_index,done_index,max_yield
2928,75,75,99.99246091271331
2929,85,85,99.99248331149631
2930,65,65,99.99248331149631
2931,50,50,99.99246091271331
2932,85,85,99.99246091271331
2933,60,60,99.99246091271331
2934,55,55,99.99248331149631
2935,65,65,99.99246091271331
2936,65,65,99.99246091271331
2937,60,60,99.99246091271331
2938,60,60,99.99246091271331
2939,70,70,99.99248331149631
2940,55,55,99.99246091271331
2941,70,70,99.99246091271331
2942,65,65,99.99248331149631
2943,70,70,99.99246091271331
2944,65,65,99.99246091271331
2945,55,55,99.99248331149631
2946,65,65,99.99246091271331
2947,65,65,99.99246091271331
2948,80,80,99.99246091271331
2949,70,70,99.99246091271331
2950,90,90,99.99246091271331
2951,60,60,99.99246091271331
2952,70,70,99.99246091271331
2953,70,70,99.99246091271331
2954,65,65,99.99246091271331
2955,65,65,99.99248331149631
2956,70,70,99.99246091271331
2957,35,35,99.99246091271331
2958,45,45,99.99246091271331
2959,55,55,99.99246091271331
2960,70,70,99.99248331149631
2961,65,65,99.99248331149631
2962,70,70,99.99248331149631
2963,65,65,99.99248331149631
2964,30,30,99.99248331149631
2965,70,70,99.99246091271331
2966,60,60,99.99248331149631
2967,65,65,99.99246091271331
2968,5,5,99.99248331149631
2969,65,65,99.99246091271331
2970,65,65,99.99248331149631
2971,70,70,99.99246091271331
2972,4,4,99.99246091271331
2973,40,40,99.99248331149631
2974,75,75,99.99248331149631
2975,70,70,99.99246091271331
2976,65,65,99.99246091271331
2977,65,65,99.99248331149631
2978,70,70,99.99246091271331
2979,60,60,99.99246091271331
2980,60,60,99.99248331149631
2981,75,75,99.99246091271331
2982,55,55,99.99248331149631
2983,55,55,99.99246091271331
2984,70,70,99.99246091271331
2985,50,50,99.99246091271331
2986,55,55,99.99248331149631
2987,55,55,99.99246091271331
2988,70,70,99.99246091271331
2989,70,70,99.99248331149631
2990,55,55,99.99248331149631
2991,70,70,99.99246091271331
2992,75,75,99.99248331149631
2993,70,70,99.99246091271331
2994,60,60,99.99246091271331
2995,60,60,99.99246091271331
2996,65,65,99.99248331149631
2997,70,70,99.99248331149631
2998,65,65,99.99246091271331
2999,75,75,99.99248331149631
