seed,max_yield_index,done_index,max_yield
2809,25,25,99.99248331149631
2810,0,0,99.99248331149631
2811,10,10,99.99248331149631
2812,23,23,99.99248331149631
2813,33,33,99.99248331149631
2814,50,-1,99.795175155573
2815,15,15,99.99246091271331
2816,41,-1,99.79519748069741
2817,38,38,99.99246091271331
2818,36,36,99.99248331149631
2819,46,46,99.99248331149631
2820,23,23,99.99248331149631
2821,23,23,99.99246091271331
2822,43,43,99.99246091271331
2823,24,24,99.99246091271331
2824,40,-1,99.79519748069741
2825,30,-1,99.79519748069741
2826,32,32,99.99248331149631
2827,33,33,99.99246091271331
2828,33,33,99.99248331149631
2829,15,-1,99.79519748069741
2830,25,25,99.99246091271331
2831,19,19,99.99248331149631
2832,48,-1,99.79519748069741
2833,36,-1,99.79519748069741
2834,45,45,99.99248331149631
2835,6,6,99.99246091271331
2836,49,49,99.99246091271331
2837,19,19,99.99248331149631
2838,18,18,99.99248331149631
2839,22,22,99.99248331149631
2840,44,44,99.99246091271331
2841,32,32,99.99248331149631
2842,11,11,99.99248331149631
2843,50,50,99.99246091271331
2844,18,18,99.99248331149631
2845,21,21,99.99248331149631
2846,22,22,99.99248331149631
2847,31,31,99.99248331149631
2848,15,15,99.99248331149631
2849,50,50,99.99246091271331
2850,30,-1,99.79519748069741
2851,33,33,99.99248331149631
2852,22,22,99.99248331149631
2853,33,33,99.99248331149631
2854,28,28,99.99248331149631
2855,27,27,99.99246091271331
2856,25,25,99.99248331149631
2857,29,29,99.99248331149631
2858,35,35,99.99248331149631
2859,27,27,99.99248331149631
2860,38,38,99.99246091271331
2861,15,15,99.99248331149631
2862,37,-1,96.49491836951914
2863,42,42,99.99248331149631
2864,24,24,99.99246091271331
2865,34,34,99.99246091271331
2866,21,21,99.99248331149631
2867,30,30,99.99248331149631
2868,39,39,99.99248331149631
2869,4,4,99.99246091271331
2870,16,16,99.99248331149631
2871,11,-1,99.79519748069741
2872,50,-1,99.79519748069741
2873,15,15,99.99248331149631
2874,34,34,99.99248331149631
2875,44,44,99.99246091271331
2876,36,36,99.99246091271331
2877,33,-1,99.79519748069741
2878,42,42,99.99248331149631
2879,41,-1,99.79519748069741
2880,24,24,99.99248331149631
2881,3,3,99.99248331149631
2882,33,33,99.99248331149631
2883,35,35,99.99248331149631
2884,24,24,99.99248331149631
2885,37,37,99.99248331149631
2886,42,42,99.99246091271331
2887,40,40,99.99248331149631
2888,45,45,99.99248331149631
2889,46,46,99.99248331149631
2890,50,50,99.99246091271331
2891,7,7,99.99248331149631
2892,23,23,99.99246091271331
2893,30,30,99.99248331149631
2894,31,31,99.99246091271331
2895,23,23,99.99248331149631
2896,11,11,99.99248331149631
2897,27,27,99.99248331149631
2898,24,24,99.99248331149631
2899,50,50,99.99248331149631
2900,24,24,99.99248331149631
